Title,Year,Released,Genre,Director,Actors,Plot,Language,Country,IMDB Rating
The Wife,2021,19-Mar-21,"Crime, Horror, Romance",Sarmad Khan,"Gurmeet Choudhary, Shweta Dadhich, Sayani Datta",Varun and Arya move into a new apartment where they are haunted by a spirit.,"English, Hindi",India,4.5
Switchh,2021,23-Apr-21,"Action, Thriller","Inderjeet Singh, Mustufa Raj","Armen Greyg, Hanif Hilal, Vasundhara Kaul","SWITCHH as an action movie about friendship, love and betrayal, the plot revolves around three con artists who use their charm to dupe wealthy victims out of cash.",Hindi,India,3.7
D Company,2021,15-May-21,"Action, Crime, Thriller",Ram Gopal Varma,"Sandeep Bose, Abhilash Chaudhary, Gaurav Daagar","The biggest saga of the year is about to unfold the dark side of India's underworld enterprise. The film will showcase the true story behind India's biggest underworld enterprise, D Company, a Mumbai based underworld gang headed by Dawood Ibrahim Kaskar.","Telugu, Hindi, Tamil, Kannada",India,4.3
Pagglait,2021,26-Mar-21,"Comedy, Drama",Umesh Bist,"Sanya Malhotra, Sayani Gupta, Sheeba Chaddha","Sandhya is left widow at a very young age after her husband Astik passes away few months after their marriage,his parents are depressed as he was their financial support.The extended Giri family gathers in the house for mourning for next thirteen days but Sandhya has very less impact on herself and is active on social media which leaves everyone puzzled in the family.When Sandhya's best friend Nazia arrives she tells her that Astik was seeing another women an always ignored her.But a twist in the tale happens when everyone finds Astik has left 50 Lakhs insurance policy behind for Sandhya while the extended family members try to convince her father in law Shivendra to transfer the policy in his name to clear his debts.",Hindi,India,6.9
Raag,2021,26-Mar-21,Drama,Arvind Tripathi,"Rakesh Bedi, Sudha Chandran, Milind Gunaji","The film is based on the dehumanizing situation that commercially sexually exploited women face in India. It follows a girl from the Bedhiya community from the hinterlands of central India i.e. Bundelkhand region. Their culture is singing and dancing which is called ""Rai"". Their community is matriarchal and the story is about three generations of a family where the youngest girl Madhu rebels to change the age-old tradition through education. But despite her progressive attitude she falls prey to the socio - police - political nexus she is married off to Rajjan, a boy from the same village who has an intense crush on her from the beginning.",Hindi,India,
Saina,2021,26-Mar-21,"Biography, Drama, Sport",Amole Gupte,"Mukesh Agrohari, Olga Anand, Rohan Apte",Champion. Olympic Medallist. The Doyen of Indian Badminton. Saina Nehwal is all of this and much more. This biopic chronicles the inspiring story of a gifted youngster's ascendance to the pinnacle of the Badminton World through sheer passion and perseverance.,Hindi,India,4.5
Silence: Can You Hear It,2021,26-Mar-21,"Crime, Thriller","Aban Bharucha Deohans, Tania Deohans","Sahil Vaid, Saurrabh Kushwaha, Pankaj Anand","During a mountain trekking trip few youngsters come across a dead body which is identified as Pooja Chaudhari whose daughter of well known lawyer Justice Chaudhari.Chaudhari request the police commissioner to appoint ACP Avinash Verma on the case as he has seen his work previously,Avinash and his team start to investigate the case and find that its not easy the way it looks.Avinash's main suspect is MLA Ravi Khanna and is sure he has given a false statement and is some where connected to murder of Pooja but has no evidence against him.",Hindi,India,6.5
Flight,2021,02-Apr-21,"Action, Thriller",Suraj Joshi,"Mohit Chadda, Ishita Sharma, Pawan Malhotra","The movie follows the journey of Ranveer Malhotra, who against all the odds, has to face deadly obstacles on a plane in order to survive.",Hindi,India,5.4
Koi Jaane Na,2021,02-Apr-21,Thriller,"Amin Hajee, Ajinkya Nikam","Kunal Kapoor, Amyra Dastur, Elli Avrram",Kabir Kapoor is a known novelist but currently in litigation with his publisher whose book he is delaying since two years.Kabir's former wife Rashmi now married to his publisher suspects he writes secretly for someone as he has no source of income and she has taken everything of his in alimony.Kabir travels to Panchgani for a change where he meets Suhana on the way while Rashmi's has hired a detective Ricky Rosario to find about Kabir's secret income.Ricky finds that Kabir is also a ghost writer Zaran Khan writing for small publications and starts to blackmail him.But someone turns into his novel character of Zaran Khan and kills people coming on Kabir's way as per the novel.Suhana tries to save him and they both become suspects in the recent murders.,Hindi,India,3.6
The Big Bull,2021,08-Apr-21,"Biography, Crime, Drama",Kookie Gulati,"Abhishek Bachchan, Nikita Dutta, Ileana D'Cruz","Hemant Shah works as clerk in office and lives with his mother and younger brother Viren,he is in love with Priya but her father wants her to marry a well settled person.After Viren looses money in stock market ,Hemant then arranges for some money and according to tips invests in share market to pay Viren's debts.Hemant makes lot of profits with his intelligence and decides to be a full time broker after lot ups and downs he becomes the king of share market and lives a luxury life and also marries Priya.Apart from businessmen the common man also starts to invest in market as Hemant has given a ray of hope to them but question remains to biggies of market from where is Hemant arranging funds in stock market. Meera Rao a journalist finds about the scam of 565 Crore missing from National Bank Of India and Hemant is responsible for shuffling its funds she covers the story causing troubles for The Big Bull.",Hindi,India,5.7
Hello Charlie,2021,09-Apr-21,Comedy,Pankaj Saraswat,"Aadar Jain, Jackie Shroff, Shloka Pandit","Charlie a young simpleton, currently a day dreaming pizza delivery boy, who later finds himself driving a truck to deliver a gorilla to the jetty at Porbandar. What he does not know is that inside the gorilla is actually a disguised Business Tycoon, Makwana. (ref to Vijay Malya, Nirav Modi, Lalit Modi) who is on escape after a scam. Makwana's partner in crime for this escape plan is Mona, a calendar girl who also happens to be Makwana's love interest. What they both don't know is that along the route a real gorilla DJANGO is on the prowl. Throw in a village belle in distress, Padma; the owner of a struggling circus, Patel; a drunk vet, Dr. Ganatra; Jugnu's mama and the truck's owner Karsan Bhai; a forest officer Ranger Solli Topi and what emerges is a hilarious, laugh a minute roller coaster journey through Gujarat till finally Jugnu outwits the villains and Makwana is arrested on the jetty of the Diu port. A mad road journey that ends up making a hero out of a simpleton.",Hindi,India,5.4
Ajeeb Daastaans,2021,16-Apr-21,"Drama, Romance","Neeraj Ghaywan, Kayoze Irani, Rahul Kamboj","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,Hindi,India,6.7
Bansuri: The Flute,2021,16-Apr-21,Drama,Hari Viswanath,"Anurag Kashyap, Rituparna Sengupta, Upendra Limaye",The Story of a young boy who discovers what is in his blood after learning to play the violin. He is inspired and strives to achieve the same level of success as his father.,Hindi,India,
Raat Baaki Hai,2021,16-Apr-21,"Drama, Thriller",Avinash Das,"Paoli Dam, Anup Soni, Dipannita Sharma","It's a story of one night where estranged lovers Kartik and Vasuki end up meeting each other after 12 years under strange circumstances. Kartik is on a run for being a murder suspect. However, there is more than meets the eye.",Hindi,India,5.1
B.A. Pass 3,2021,01-May-21,"Drama, Romance",Narendra Singh,"Sunny Sachdeva, Armaan Sandhu, Ankita Sahu","The film revolves around those unwanted relationships, which are made and then they are punished as well. BA Pass 3 narrates the story of a jobless Anshul and how his life changes upside down when he meets a married woman and gets into a relationship with her.",Hindi,India,5
Radhe,2021,13-May-21,"Action, Crime, Thriller",Prabhu Deva,"Salman Khan, Disha Patani, Randeep Hooda","Drugs mafia has increased in India where more and more youngsters are addicted to drugs and taking their lives ,The Mumbai police decides to get back suspended officer Radhe on duty to clean the city.Radhe joins soon and firstly makes two rival groups of Dagdu Dada and Dilwar to join hands as they are against drugs business and will help him clean the city.Radhe's reporting officer is funny ACP Avinash Abhyankar who runs away with Radhe's credits while Radhe loves Avinash's sister Dia and pretends to be an upcoming model.Rana the drug lord who has landed in Mumbai and forces people to sell drugs and gets Dilwar killed from his brother Mansoor who works for him,Radhe manages to trace Rana which starts a long cat an mouse race between them.",Hindi,India,1.9
Sardar Ka Grandson,2021,18-May-21,"Comedy, Drama, Romance",Kaashvi Nair,"John Abraham, Rakul Preet Singh, Aditi Rao Hydari",A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.,Hindi,India,4.3
Shaadisthan,2021,11-Jun-21,"Drama, Musical",Raj Singh Chaudhary,"Sanya Bansal, Shenpenn Khymsar, Kirti Kulhari","Mumbai to Ajmer, a squabbling family, a band, and clashing values. Along the roads of friendship and life, this journey only gets crazier.",Hindi,India,5.6
Skater Girl,2021,11-Jun-21,"Drama, Family, Sport",Manjari Makijany,"Waheeda Rehman, Jonathan Readwin, Amy Maghera","Skater Girl is a coming-of-age story about confidence, courage, and the profound impact of blazing your own trail. Set in a remote village in Rajasthan, India, the film follows Prerna (Rachel Saanchita Gupta in her debut performance), a local teen living a life bound by tradition and duty to her parents. But when London-bred advertising executive Jessica (Amy Maghera) arrives in the village to learn more about her late father's childhood, Prerna and the other local children are introduced to an exciting new adventure thanks to Jessica and her old friend (Jonathan Readwin) who cruises into town on a skateboard. The kids become infatuated with the sport, skating through the village, disrupting everything and everyone around them. Determined to empower and encourage their newfound passion, Jessica sets out on an uphill battle to build the kids their own skatepark, leaving Prerna with a difficult choice between conforming to society's expectations of her or living out her dream of competing in the National Skateboarding Championships. Written, Directed and Produced by Manjari Makijany. Starring Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Jonathan Readwin with special appearance by Waheeda Rehman. Produced by Emmanuel Pappas and Co-written and Produced by Vinati Makijany.","English, Hindi","United States, India",6.7
Sherni,2021,18-Jun-21,"Action, Adventure, Drama",Amit Masurkar,"Vijay Raaz, Vidya Balan, Gopal Datt","Vidya Vincent is is new DFO of village where a Tigress is being terrorizing the place since long time by killing people.After studying more details the Tigress is believed to be T 12, Vidya and her team make villagers aware on how to be safe and inform them of any suspicious moments happening in jungle leading to Tigress.But village politics plays a spoil sport and a sharp shooter Ranjan Rajhans (Pintu Bhaiyaa) is called to hunt the Tigress who believes in hunting to create records.",Hindi,India,6.8
